,,feature,feature,feature,feature,feature,feature,feature,feature,label
2018-07-12,SZ002265,0.64978933,-1.7411999,-0.78974223,-1.8765588,-1.172869,-0.3023215,-0.09152353,-0.41362825,0.010695219
2018-07-12,SZ002428,0.4759796,-1.6496971,-0.6380061,-1.5015259,-0.77537745,-1.1966151,0.22073767,-0.54533345,-0.0143978
2018-07-12,SZ002727,1.2911298,-1.7613124,-0.21493171,-2.1016161,-2.4052784,0.6921725,0.54112667,-0.15452702,0.00059723854
2018-07-13,SH600096,-1.2331926,0.11159505,-0.58565676,0.7206746,-0.21368518,-1.2163695,0.6980296,0.0049314946,0.017681718
2018-07-13,SZ000538,0.88445884,-1.6262257,-0.7682825,-2.1626527,-1.1326877,-0.5707745,1.7166684,-0.71439964,-0.007874668
2018-07-13,SZ000560,-0.017511114,1.0474076,0.6286573,0.3266995,-0.86195135,-0.9556192,-1.0160638,-0.3900164,-0.011804342
2018-07-13,SZ000878,-0.37285954,-0.18332511,-0.35403076,-0.16919023,-0.66297334,-1.2481965,0.9443889,-0.60412216,-0.0054054856
2018-07-13,SZ002053,1.2633101,0.0,2.9349313,1.06834,0.0,0.0,0.0,0.0,0.010663629
2018-07-13,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-13,SZ002265,1.2636219,1.9123484,2.542109,0.5195714,-0.9683175,-1.2724063,-0.1666567,-0.9737447,0.0017635822
2018-07-13,SZ002428,0.22466905,-0.66515803,-0.3112225,-0.88886863,-0.8519547,-1.229547,1.0605832,-0.82310313,0.0
2018-07-13,SZ002727,0.38648346,-0.7757973,0.17866963,-0.58681554,-1.9482834,0.702183,0.50886834,0.30276683,0.0062686205
2018-07-16,SH600096,-0.83976454,-0.22186407,-0.42188048,0.37710375,-0.12539992,-0.9596462,0.4081871,0.41590387,-0.00772202
2018-07-16,SZ000538,-0.39602974,-0.35465202,-0.5239384,-0.30873245,-0.8416774,0.5252702,0.2629456,-0.3347444,0.001606226
2018-07-16,SZ000560,0.56953025,0.19043653,0.19927952,-0.8599389,-0.412605,-1.2738281,-0.42043963,0.031072222,-0.011945426
2018-07-16,SZ000878,-0.533437,0.4272975,-0.079555996,0.30761048,-0.110166,-1.2370316,0.40430653,0.4064705,-0.008695662
2018-07-16,SZ002053,3.0,3.0,3.0,-1.3286605,0.0,1.1069672,0.0,0.0,-0.010551095
2018-07-16,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-16,SZ002265,-0.115855254,-0.44813028,-0.6397969,-0.7932348,-0.23396443,-1.2364376,0.4580362,-1.1703265,-0.013204157
2018-07-16,SZ002428,-0.31415886,0.5248986,0.15098742,0.25065276,-0.12661757,-1.2828523,-0.19314076,-0.76400703,-0.0026561022
2018-07-16,SZ002727,0.02716029,0.26968187,0.60861397,0.2806468,-1.1649833,0.77366024,-0.620206,1.3568181,0.001483202
2018-07-17,SH600096,0.87055254,-1.308063,-0.9250066,-2.3277798,-0.4668237,0.9488438,0.24065353,-0.55243397,-0.0019454956
2018-07-17,SZ000538,-0.43470633,0.61890525,-0.03827551,0.21226503,-0.7788147,0.5767819,-1.3153443,-0.21317968,-0.020754635
2018-07-17,SZ000560,-0.40629914,-0.28906745,-0.6543564,-0.43266687,0.45445788,-1.2817161,-1.0990982,0.6679004,-0.017271101
2018-07-17,SZ000878,-0.8771096,0.0,-0.4430772,0.39908677,0.29976013,-0.002604805,-0.94849813,1.0077214,-0.014254332
2018-07-17,SZ002053,1.2091846,-1.0591265,-0.19336063,-2.0251973,0.0,0.2176082,1.4614258,0.8420548,-0.02132696
2018-07-17,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-17,SZ002265,-0.13147287,-0.049702507,-0.64058614,-0.78995806,-0.038149655,-0.028237574,-0.20118529,-0.48984823,-0.030330062
2018-07-17,SZ002428,-0.5519868,-0.5249053,-0.75072813,-0.3334103,0.40418464,-0.5255994,-0.85534436,0.3143512,-0.029294312
2018-07-17,SZ002727,0.36029527,-0.016746998,1.0008899,0.2594659,-1.1777263,0.61159205,-0.71495,1.0151026,-0.023400426
2018-07-18,SH600096,-0.4659824,0.0,0.23213191,0.5549603,-0.9021684,0.5598269,-0.5254796,-0.6840845,0.015594602
2018-07-18,SZ000538,-1.0156217,-0.09055024,-0.45631126,0.570458,-1.110705,-0.22142003,-0.7526641,0.35358343,0.0040462017
2018-07-18,SZ000560,-0.64080983,0.68264884,0.23043212,0.76450956,-0.15320082,0.8410652,0.14353743,1.484001,0.014059782
2018-07-18,SZ000878,-0.738815,0.80487233,0.30709442,0.97189355,-0.5251057,-0.72078425,-0.5239732,1.0559443,0.018909931
2018-07-18,SZ002053,-0.71555686,0.40140966,0.117882095,0.7556859,0.0,0.12278997,1.1077514,1.5294119,0.014527917
2018-07-18,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-18,SZ002265,-0.20489179,1.2088735,1.1068027,1.06834,-0.3154692,-1.0713881,-0.53748304,-0.31446508,0.013799548
2018-07-18,SZ002428,-0.57315177,0.5263054,0.49334228,0.9512212,-0.57036674,-0.78888655,-0.110662766,-0.009233138,0.016460896
2018-07-18,SZ002727,0.5164556,0.40140292,1.72687,0.7817479,-1.2615433,0.7584771,-0.23385707,1.0051179,0.009705901
2018-07-19,SH600096,-0.34562853,0.44026834,0.06925611,0.21102773,-0.42771712,-0.27986744,-0.56700075,0.07169715,0.009596825
2018-07-19,SZ000538,-0.10793659,0.80508095,0.5628311,0.39042568,-0.31839025,-0.07186563,-0.8666889,0.742448,-0.035693645
2018-07-19,SZ000560,-0.16637595,0.9923471,0.55193424,0.4499943,1.6009037,0.92540824,-0.47468308,0.49560252,0.013864756
2018-07-19,SZ000878,-0.15251152,1.2561662,0.9881415,0.87266314,0.43115038,0.75254816,-0.50843585,-0.4899752,0.02729249
2018-07-19,SZ002053,0.22808972,1.5038979,1.171698,0.53590274,0.0,0.37153816,0.45275757,1.6490048,0.020286322
2018-07-19,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-19,SZ002265,0.95304483,1.8700298,1.9563004,0.3400634,0.942396,-0.21812265,-1.5673232,-0.37894052,0.09981847
2018-07-19,SZ002428,0.6923551,1.3941876,1.7053494,0.46505162,0.6928906,0.6056197,-0.94050705,0.20378402,0.028340101
2018-07-19,SZ002727,0.53211725,1.3872074,1.511149,0.4814039,-0.0044735577,-0.93073416,-1.1405967,0.5700791,-0.04986489
2018-07-20,SH600096,0.30589467,-0.65026546,-0.7630617,-1.4640871,-0.6774581,-0.27986744,0.4386627,-0.5347559,0.026615977
2018-07-20,SZ000538,-0.42500004,-0.11377256,-1.0237156,-0.79685235,0.31979322,0.60970545,0.3010224,-0.4650962,0.00895524
2018-07-20,SZ000560,-0.4866723,-0.78287506,-0.7946797,-0.45608643,0.5775919,0.44119817,1.0802395,-0.871009,0.008547068
2018-07-20,SZ000878,0.20525552,-1.6643507,-1.0888638,-1.62038,0.1557804,-0.3491104,1.0660539,0.02257643,0.031880975
2018-07-20,SZ002053,-0.6056365,-0.6064224,-0.88630617,-0.40115243,1.7902067,-0.36514845,0.5950346,2.0364394,0.0023391247
2018-07-20,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-20,SZ002265,-0.11829368,-0.6661004,-0.70378166,-0.84730375,0.3648491,0.4256541,0.8107045,-0.12488668,0.02722764
2018-07-20,SZ002428,0.65789145,-0.7620019,-0.8597774,-2.0179517,0.6510827,-0.017802397,0.7290038,0.33796707,0.034120798
2018-07-20,SZ002727,0.3455332,-0.44100204,0.72130567,0.01144502,0.088584386,-0.52127475,0.23716626,0.8948599,0.040151715
2018-07-23,SH600096,0.41265956,-0.64408296,-0.7661476,-1.6072364,-0.75581026,-0.16622321,0.5924856,-0.9780152,0.0018517971
2018-07-23,SZ000538,0.0404071,0.84836876,0.68461865,0.3156477,1.325097,0.5979579,-1.1184186,1.8977182,0.005916953
2018-07-23,SZ000560,-0.04835895,-0.6756418,-0.9437751,-1.1870369,0.26550964,-1.2629212,1.1720083,-2.0466301,-0.008474648
2018-07-23,SZ000878,0.5790521,-1.5001218,-0.72807443,-1.7358946,-0.41570866,-0.741216,1.5676242,0.19724703,0.0051493645
2018-07-23,SZ002053,-0.23650129,-0.6604093,-0.9895883,-0.9891895,-0.32383266,-1.2814649,1.4823066,-1.6994177,0.0011668205
2018-07-23,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-23,SZ002265,-1.168008,-0.60564494,-1.0888638,0.12487812,-1.4672025,-0.8363048,3.0,1.3696556,-0.027309239
2018-07-23,SZ002428,0.97857124,-1.4820118,-0.643328,-2.1637642,-0.30041662,-1.2591548,1.7995509,0.19911635,0.0012689829
2018-07-23,SZ002727,2.5519326,1.5352447,1.7286406,-2.0462575,1.274649,0.41472188,-1.6947124,1.3288573,0.028267622
2018-07-24,SH600096,0.6201391,-1.0456407,0.4828805,-0.56053865,-0.94281024,0.8084478,0.8079782,0.57356596,0.0018484592
2018-07-24,SZ000538,0.03929285,-0.77959365,-0.3355557,-0.66656893,0.93196124,0.60593003,0.7335326,1.4018143,-0.0066667795
2018-07-24,SZ000560,-0.30312905,-0.2871121,-0.22573748,-0.12432763,-0.18869546,0.06502054,0.42257482,-1.8981704,-0.001709342
2018-07-24,SZ000878,1.6591066,-1.9771353,0.13485971,-2.1927726,-1.2044419,0.59443945,1.1982374,0.16033214,-0.0071722865
2018-07-24,SZ002053,-0.80018854,-0.13176818,-0.49463734,0.2472502,-0.14178929,-0.1708379,0.24243027,-0.784887,0.057109475
2018-07-24,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-24,SZ002265,2.9494338,3.0,3.0,0.43248862,-1.9822268,0.38575733,1.41848,0.6240469,0.004128933
2018-07-24,SZ002428,1.6745971,-1.6480783,-0.11949082,-2.5036232,-1.0244249,0.06963907,1.6347082,-0.16492859,0.008872032
2018-07-24,SZ002727,0.8884036,-1.4073267,-0.93408227,-2.3537946,0.50854295,-0.39117548,1.9008341,0.285788,-0.02216971
2018-07-25,SH600096,-0.6576202,-0.10436921,-0.6182056,-0.069765866,-1.1463611,0.9924757,-0.422446,1.0358719,-0.011070132
2018-07-25,SZ000538,-0.91103196,-0.3819635,-1.0888638,-0.21655363,0.8326456,-0.3020743,0.9166071,1.1806825,-0.0029608011
2018-07-25,SZ000560,-0.32181683,0.86868995,0.21689455,0.3165547,-0.26589742,0.4910298,-0.9234058,-1.456322,-0.0017124414
2018-07-25,SZ000878,-0.073720984,0.7520937,0.47643548,0.2572325,-1.4942359,1.0301244,-0.6811968,-0.030149948,-0.00412786
2018-07-25,SZ002053,-0.73591524,0.46066362,0.098182805,0.7607977,-0.40047342,0.75768596,-0.65380996,0.009227672,-0.023153186
2018-07-25,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-25,SZ002265,2.377521,-0.5128903,3.0,0.26936954,-1.6884173,0.49295706,-3.0,-0.3823944,0.030427575
2018-07-25,SZ002428,0.40091488,-0.35782236,-0.013153096,-0.8268621,-1.1076053,0.9881438,-0.81631905,-0.15503061,0.0
2018-07-25,SZ002727,0.5923488,-1.4520954,-0.7627278,-1.7917198,-0.08410024,-1.1225339,1.9652761,-0.33024725,-0.029625297
2018-07-26,SH600096,-0.65989614,-0.10418073,-0.9322712,-0.39224494,-1.2262552,0.749697,-0.65166175,0.97095436,0.0
2018-07-26,SZ000538,-0.9215075,0.22292085,-0.1087761,0.7992221,0.50537175,-0.7264336,0.29938024,1.7981398,-0.019996047
2018-07-26,SZ000560,-0.29224896,-0.09668901,0.65511525,0.76711,-0.60849124,-0.74346364,-0.53364116,-1.165227,0.036020637
2018-07-26,SZ000878,-0.5333633,0.6992545,0.40015766,0.796024,-1.6422445,0.53800917,-1.4794539,0.073923044,-0.009326339
2018-07-26,SZ002053,3.0,-2.6146789,2.373466,-3.0,-2.0211985,0.48593718,1.8096489,2.3649516,-0.032731354
2018-07-26,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-26,SZ002265,1.5108166,-1.0680014,1.5634377,-0.5953718,-2.3938088,-0.2662183,-2.2724357,-0.15539518,0.04150033
2018-07-26,SZ002428,0.87799996,-0.21280736,1.790015,0.4053257,-1.9071876,0.8221642,-0.86134195,0.19381481,0.00879395
2018-07-26,SZ002727,1.0444618,1.5703542,1.528157,-0.2079869,-0.11199115,-0.9975896,-0.6971595,-0.046348248,-0.031152606
2018-07-27,SH600096,-1.0270121,0.42138085,0.019557642,1.06834,-0.6595652,-0.6105999,-1.0465819,1.5096931,0.0018656254
2018-07-27,SZ000538,-1.1202072,0.10060988,-0.50074846,0.65910316,0.6652445,-1.10043,-0.43189505,1.882339,0.006161809
2018-07-27,SZ000560,-0.1811321,0.09685392,0.6581101,0.615719,-0.26667568,-0.46464014,-0.071278915,-0.4074888,0.0
2018-07-27,SZ000878,-0.30418545,0.0,0.40632948,0.5214484,-1.1656702,-0.606313,-0.925795,0.6020249,0.007322073
2018-07-27,SZ002053,0.84759575,0.8284851,1.6891813,0.27412477,-1.2411423,0.12495556,-1.0552412,1.7910681,-0.0046673417
2018-07-27,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-27,SZ002265,1.7991098,0.4055695,3.0,0.5769486,-2.7141247,-0.8638701,1.2436112,-1.0959303,-0.046743333
2018-07-27,SZ002428,1.1525576,-0.6384221,0.19063894,-1.583712,-1.5724357,0.46700972,-0.70473367,0.8063703,-0.016189277
2018-07-27,SZ002727,1.4966819,1.9173361,2.6128018,0.2736896,0.78504056,-1.1820873,-2.6925542,-0.4651237,-0.048231483
2018-07-30,SH600096,-0.40586838,0.21069042,-0.7721677,-0.5726967,-0.4524276,-0.020882603,-0.07752467,2.4258754,0.0018622875
2018-07-30,SZ000538,-0.43269032,0.8270042,0.6086241,0.87287813,0.2982963,0.2380137,-0.8310594,0.022140983,-0.011143565
2018-07-30,SZ000560,3.0,-1.9631749,1.7215278,-2.8636248,-0.7366613,-0.74957836,1.6511227,3.0,-0.01821208
2018-07-30,SZ000878,0.2448222,0.59062785,1.3969802,0.79230684,-0.38656172,0.50094086,-0.34771937,1.4981537,-0.021806836
2018-07-30,SZ002053,1.3563322,1.5812788,2.5754774,0.45252657,-0.08996881,-1.1922991,-2.6182861,1.521432,-0.008206427
2018-07-30,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-30,SZ002265,3.0,-3.0,-0.43848374,-3.0,-1.620594,-0.17414148,2.1174595,-1.0978942,-0.02491957
2018-07-30,SZ002428,3.0,0.70317197,3.0,-0.027042335,-1.1719173,0.90992475,0.15523955,0.9585191,-0.040506303
2018-07-30,SZ002727,2.0028803,2.1605444,2.6499643,-0.4023635,0.34026834,0.2837951,-1.4563662,-1.3882331,-0.02364862
2018-07-31,SH600096,-0.77039635,-0.21029666,-0.7727545,-0.078243464,0.0859029,0.12787521,0.2708279,0.6252742,-0.03159851
2018-07-31,SZ000538,-0.9140919,-0.40247318,-0.5435466,0.353076,0.36088112,0.6619131,0.45887935,0.88661337,-0.0064975023
2018-07-31,SZ000560,-0.44348052,-0.56090665,-0.8078227,-0.53357494,-0.5528417,0.3849652,0.06879689,3.0,-0.028667688
2018-07-31,SZ000878,-0.56330097,-0.5863401,-0.29564112,0.1549508,0.14631975,0.37835205,0.53936815,-1.6018795,-0.03184718
2018-07-31,SZ002053,-0.5622411,-0.06619372,0.5031464,0.9652247,0.06597571,-0.89256114,-0.8768511,1.4828994,-0.053191483
2018-07-31,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07-31,SZ002265,1.5724914,1.951759,1.8448937,-0.6286268,-0.020297777,-0.2684188,-2.7390409,-1.1196572,-0.06430334
2018-07-31,SZ002428,0.28833687,0.2858971,0.20037223,-0.490432,-0.09436428,-1.1304958,-0.867882,-0.00497012,-0.035620034
2018-07-31,SZ002727,3.0,3.0,3.0,-0.0014417685,2.4374404,1.0683233,-0.8914224,0.13446471,0.009688616
2018-08-01,SH600096,1.3124524,0.2099029,1.9085445,-0.07612014,0.08566996,-0.81092703,0.30894798,0.6098342,0.042226434
2018-08-01,SZ000538,-0.13287927,0.8369326,0.45351875,0.30929866,0.75086945,0.6565344,0.021085104,0.39642715,-0.02411604
2018-08-01,SZ000560,-0.22666882,0.66653454,0.48553136,0.47502342,-0.3377126,-0.4200773,-1.4715356,2.96185,0.0017361641
2018-08-01,SZ000878,0.38013038,1.4985332,1.884434,1.06834,0.76331604,0.3824885,-0.63962287,-0.68922913,0.0054825544
2018-08-01,SZ002053,-0.41652817,0.80092114,0.8172929,1.06834,0.27681795,0.87656444,0.88410646,1.3964545,-0.01498127
2018-08-01,SZ002059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-08-01,SZ002265,0.2936987,1.6757835,1.7099531,0.99583215,-0.07476136,-1.2734381,-2.5863664,-0.73237294,-0.030837
2018-08-01,SZ002428,1.4228411,1.8622891,3.0,1.06834,0.8699826,-0.002793854,-1.9460897,-0.26061636,-0.006839931
2018-08-01,SZ002727,1.4135622,2.5399368,3.0,0.76398003,3.0,1.084332,0.41697386,-0.1669526,-0.057573736
